index,latitude,longitude,speed,stop_time
1,35.90605796496834,128.61375689506534,0,0
2,35.90620135212778,128.6138963699341,0,0
3,35.90634908408089,128.61410021781924,0,0
4,35.906601096776136,128.61435234546664,0,0
5,35.90736147504424,128.6139500141144,0,0
6,35.90846944172603,128.6131721735001,0,0
7,35.908634549158236,128.61345648765567,0,0
8,35.90903428151474,128.61429333686831,0,0
9,35.9091081448813,128.61454546451571,0,0
10,35.90851723601814,128.61500680446628,0,0
11,35.908074051474806,128.61528575420382,0,0
12,35.90791763280803,128.61540377140048,0,0
13,35.90790459790519,128.615494966507,0,0
14,35.90802897251576,128.61538767814636,0,0
15,35.90842653546192,128.61511409282687,0,0
16,35.908954443827746,128.61474394798282,0,0
17,35.909238763386504,128.61451864242557,0,0
18,35.90936693767677,128.6144891381264,0,0
19,35.90957549201039,128.61491560935977,0,0
20,35.90961676832376,128.6149773001671,0,0
21,35.909766666333304,128.6152803897858,0,0
22,35.91008194002443,128.61598849296573,0,0
23,35.91012973334256,128.61616015434268,0,0
24,35.91001242241929,128.61625403165817,0,0
25,35.90954100454783,128.61659198999408,0,0
26,35.90898920310274,128.61698091030124,0,0
27,35.9082940147018,128.61745566129687,0,0
28,35.90822449552577,128.61750125885013,0,0
29,35.908020282592986,128.61765682697296,0,0
30,35.90729874411365,128.6181449890137,0,0
31,35.9069142105693,128.61840784549716,0,0
32,35.90646015443018,128.61873239278793,0,0
33,35.90613889184405,128.61894428730014,0,0
34,35.906036782752324,128.61899793148044,0,0
35,35.905667450894846,128.61918568611148,0,0
36,35.90559792941126,128.61918032169345,0,0
37,35.90538040281222,128.61911326646808,0,0
38,35.905323916406566,128.61909717321396,0,0
39,35.90487854141125,128.6188638210297,0,0
40,35.90445923485664,128.61863851547244,0,0
41,35.90439840263308,128.61860901117325,0,0
42,35.904196352412136,128.61850172281265,0,0
43,35.904079304265885,128.6184346675873,0,0
44,35.90401724966803,128.61839845776558,0,0
45,35.90397040316694,128.61838370561603,0,0
46,35.90393577747442,128.6183796823025,0,0
47,35.90386611868237,128.61837029457095,0,0
48,35.903661894502,128.61832469701767,0,0
49,35.90335121202544,128.6183086037636,0,0
50,35.90292945318033,128.61827373504642,0,0
51,35.90124837015764,128.61820399761203,0,0
52,35.901061520598994,128.6182147264481,0,0
53,35.90072692842666,128.61818790435794,0,0
54,35.900187558521694,128.61797869205478,0,0
55,35.899844815010546,128.61767292022708,0,0
56,35.89924405972901,128.61736178398135,0,0
57,35.89894911220318,128.61745297908786,0,0
58,35.898558019866336,128.61756026744845,0,0
59,35.89841516204478,128.61761927604678,0,0
60,35.89828859957685,128.61766755580905,0,0
61,35.89818485079341,128.61742079257968,0,0
62,35.897923577076696,128.61626744270328,0,0
63,35.89774785507943,128.61559689044955,0,0
64,35.89775247220029,128.61549228429794,0,0
65,35.897774199824134,128.61539572477344,0,0
66,35.898000166758685,128.61514627933505,0,0
67,35.898043350270086,128.61505508422854,0,0
68,35.89798251311514,128.6149746179581,0,0
69,35.897902121088656,128.61480295658114,0,0
70,35.89790429384721,128.61470103263858,0,0
71,35.89800641343159,128.61442476511002,0,0
72,35.898000166758685,128.6144703626633,0,0
73,35.89796105714308,128.6145481467247,0,0
74,35.897908910958904,128.6146527528763,0,0
75,35.89787631957636,128.6147412657738,0,0
76,35.897826074501985,128.6148673295975,0,0
77,35.89773726286003,128.61496388912204,0,0
78,35.89768946205737,128.61499339342117,0,0
79,35.89757647822727,128.61491024494174,0,0
80,35.897413248899454,128.61472517251968,0,0
81,35.89732199242308,128.61462593078616,0,0
82,35.89685077055094,128.61403048038486,0,0
83,35.89672474877947,128.61390709877017,0,0
84,35.89656613488538,128.61373543739322,0,0
85,35.89626846137697,128.61338406801224,0,0
86,35.89600989734809,128.6130863428116,0,0
87,35.895959922690494,128.6130487918854,0,0
88,35.89590777518807,128.61312657594684,0,0
89,35.895873010167364,128.61309170722964,0,0
90,35.89576409777712,128.61296832561496,0,0
91,35.895457729950586,128.61265987157824,0,0
92,35.89510817584931,128.61227095127109,0,0
93,35.895025608066234,128.612254858017,0,0
94,35.89496680562875,128.61235007643702,0,0
95,35.894889669801586,128.6124600470066,0,0
96,35.89472453369352,128.61257001757625,0,0
97,35.89460516288776,128.61264780163765,0,0
98,35.894453063306784,128.6126920580864,0,0
99,35.894243382691045,128.6127617955208,0,0
100,35.89418906119744,128.61277788877487,0,0
101,35.894009800004085,128.61283689737323,0,0
102,35.89384574849565,128.6128905415535,0,0
103,35.89376100652372,128.6129106581211,0,0
104,35.89355458339196,128.6129575967789,0,0
105,35.89333294953554,128.61300051212314,0,0
106,35.89301570783786,128.61302733421329,0,0
107,35.89296138550189,128.6130353808403,0,0
108,35.89291140891986,128.61303806304934,0,0
109,35.89237443028455,128.61303269863132,0,0
110,35.892196523054395,128.6130487918854,0,0
111,35.89212250809659,128.61311718821528,0,0
112,35.892073617444325,128.6131788790226,0,0
113,35.89207144452575,128.61323520541194,0,0
114,35.89200747920835,128.61323520541194,0,0
