index,latitude,longitude,speed,stop_time
115,35.89164677360619,128.61322849988937,0,0
116,35.891467370848,128.61323118209842,0,0
117,35.891330475812836,128.61323654651645,0,0
118,35.89127846106977,128.61324459314346,0,0
119,35.891243694016204,128.61327543854713,0,0
120,35.89119371634991,128.61327543854713,0,0
121,35.89098837299868,128.61325532197952,0,0
122,35.890723001238754,128.61310511827472,0,0
123,35.89062521817566,128.6130487918854,0,0
124,35.89057768469856,128.6130139231682,0,0
125,35.890290853511274,128.612799346447,0,0
126,35.88987771699209,128.61252039670944,0,0
127,35.8896799756731,128.6123996973038,0,0
128,35.88961940371422,128.6123634874821,0,0
129,35.88959224138578,128.61235544085503,0,0
130,35.88958354943872,128.6123983561993,0,0
131,35.88955638709796,128.6123876273632,0,0
132,35.88949988939935,128.61235141754153,0,0
133,35.88935103950044,128.61228704452517,0,0
134,35.88923152478053,128.6123071610928,0,0
135,35.88914025887294,128.61232593655586,0,0
136,35.88904573335777,128.6123648285866,0,0
137,35.888978370278075,128.61240372061732,0,0
138,35.88892947768435,128.61242786049843,0,0
139,35.88888058506042,128.61245736479762,0,0
140,35.88874680925459,128.61252039670944,0,0
141,35.88869139748404,128.61254855990413,0,0
142,35.88862308340962,128.6125633120537,0,0
143,35.888340591183876,128.61260622739795,0,0
144,35.888198258180665,128.61262902617457,0,0
145,35.887987474484525,128.61268132925036,0,0
146,35.8879364082469,128.61268803477287,0,0
147,35.88786795770653,128.61278593540194,0,0
148,35.88769411479833,128.61307829618454,0,0
149,35.887502887158504,128.6133921146393,0,0
150,35.88746159931204,128.61345916986468,0,0
151,35.88743443624339,128.61350342631343,0,0
152,35.887387715743536,128.61356377601626,0,0
153,35.88720952567711,128.6138588190079,0,0
154,35.88714433408919,128.6139687895775,0,0
155,35.88705523883225,128.614057302475,0,0
156,35.88692920146832,128.61410558223727,0,0
157,35.88669641210276,128.6142048239708,0,0
158,35.886624972521965,128.61423164606097,0,0
159,35.88652718439814,128.6142598092556,0,0
160,35.88643917498346,128.6142718791962,0,0
161,35.88631408736,128.61427322030067,0,0
162,35.88618804881647,128.61426785588267,0,0
163,35.88594140384484,128.61425042152408,0,0
164,35.88585122068985,128.61424237489703,0,0
165,35.88573387378023,128.61424371600154,0,0
166,35.885675064441806,128.61426651477817,0,0
167,35.885620737069594,128.61414045095444,0,0
168,35.885579448241785,128.61401170492175,0,0
169,35.88545558162923,128.61397951841357,0,0
170,35.88534040723667,128.61410558223727,0,0
171,35.88501199631557,128.61419677734378,0,0
172,35.884936208986524,128.61418336629868,0,0
173,35.88488840045491,128.61410290002826,0,0
